arm	record_id	source_frame_id	gold_label	pred_source	correct_source	pred_grey	correct_grey	pred_mismatch	correct_mismatch	pred_mask	correct_mask	pred_noise	correct_noise	pred_mirror	correct_mirror
point_desc	2243	2023	0	3	0	3	0	0	1	0	1	3	0	3	0
point_desc	1722	1556	3	3	1	2	0	2	0	2	0	2	0	3	1
point_desc	2557	2311	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	2599	2351	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	610	553	2	2	1	2	1	2	1	1	0	1	0	2	1
point_desc	300	279	3	3	1	3	1	1	0	3	1	3	1	3	1
point_desc	245	225	3	0	0	0	0	1	0	0	0	0	0	0	0
point_desc	1505	1365	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1506	1365	1	1	1	1	1	3	0	1	1	1	1	1	1
point_desc	2134	1922	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	1667	1509	1	1	1	1	1	3	0	1	1	1	1	1	1
point_desc	1668	1509	0	0	1	0	1	1	0	0	1	0	1	0	1
point_desc	652	593	0	0	1	0	1	2	0	0	1	0	1	0	1
point_desc	2218	2000	2	2	1	1	0	2	1	2	1	2	1	2	1
point_desc	248	228	1	1	1	1	1	1	1	1	1	3	0	1	1
point_desc	206	188	2	2	1	2	1	2	1	2	1	3	0	2	1
point_desc	856	782	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	2232	2012	0	0	1	0	1	3	0	0	1	0	1	0	1
point_desc	304	283	1	1	1	0	0	3	0	1	1	1	1	1	1
point_desc	2188	1970	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	113	108	1	1	1	0	0	0	0	0	0	0	0	0	0
point_desc	796	728	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	499	450	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	160	147	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	81	80	3	3	1	2	0	1	0	3	1	1	0	3	1
point_desc	82	80	2	1	0	0	0	2	1	2	1	2	1	2	1
point_desc	1307	1182	0	0	1	1	0	2	0	0	1	0	1	0	1
point_desc	401	369	0	0	1	1	0	0	1	0	1	0	1	0	1
point_desc	1066	967	0	0	1	0	1	1	0	1	0	1	0	0	1
point_desc	673	612	0	0	1	0	1	2	0	0	1	0	1	0	1
point_desc	672	612	3	3	1	3	1	0	0	3	1	3	1	3	1
point_desc	1028	935	3	3	1	3	1	3	1	0	0	3	1	3	1
point_desc	1029	935	3	3	1	3	1	1	0	3	1	3	1	3	1
point_desc	1167	1059	0	1	0	2	0	1	0	1	0	1	0	1	0
point_desc	2317	2091	1	1	1	1	1	2	0	1	1	1	1	2	0
point_desc	873	798	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1358	1228	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1359	1228	0	1	0	0	1	2	0	0	1	0	1	1	0
point_desc	1739	1571	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1511	1370	2	2	1	2	1	1	0	1	0	1	0	2	1
point_desc	1804	1629	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	2584	2336	2	2	1	2	1	3	0	2	1	2	1	2	1
point_desc	369	340	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1498	1358	3	3	1	1	0	3	1	1	0	2	0	3	1
point_desc	356	328	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	818	748	0	0	1	0	1	2	0	0	1	0	1	0	1
point_desc	1806	1631	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1777	1605	3	3	1	0	0	0	0	3	1	0	0	3	1
point_desc	26	27	3	3	1	2	0	0	0	3	1	3	1	3	1
point_desc	1776	1604	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	1849	1670	3	3	1	1	0	2	0	2	0	3	1	3	1
point_desc	221	203	1	0	0	0	0	0	0	3	0	0	0	0	0
point_desc	2457	2217	0	0	1	2	0	2	0	0	1	0	1	0	1
point_desc	1210	1097	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1190	1081	3	1	0	1	0	2	0	2	0	2	0	1	0
point_desc	1191	1081	3	3	1	3	1	0	0	3	1	3	1	3	1
point_desc	2367	2133	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	888	813	1	0	0	0	0	0	0	0	0	0	0	0	0
point_desc	2155	1938	2	2	1	0	0	0	0	2	1	0	0	2	1
point_desc	234	216	2	3	0	2	1	2	1	3	0	3	0	3	0
point_desc	574	518	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	2176	1959	2	2	1	3	0	0	0	0	0	0	0	2	1
point_desc	1716	1551	2	2	1	1	0	3	0	1	0	2	1	3	0
point_desc	865	791	3	3	1	3	1	0	0	3	1	3	1	3	1
point_desc	1715	1551	3	3	1	0	0	2	0	0	0	0	0	3	1
point_desc	622	563	3	3	1	3	1	0	0	3	1	3	1	3	1
point_desc	2227	2007	3	3	1	0	0	0	0	3	1	3	1	3	1
point_desc	2105	1894	0	0	1	0	1	2	0	0	1	0	1	0	1
point_desc	2361	2127	2	2	1	2	1	0	0	2	1	2	1	2	1
point_desc	2360	2127	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1600	1448	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	2231	2011	1	1	1	1	1	2	0	1	1	1	1	1	1
point_desc	904	827	1	1	1	1	1	2	0	1	1	1	1	1	1
point_desc	2379	2145	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	775	707	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	385	355	0	0	1	0	1	3	0	0	1	0	1	0	1
point_desc	1700	1536	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	986	898	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	1821	1645	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	874	799	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	825	755	1	3	0	3	0	3	0	0	0	0	0	2	0
point_desc	540	489	2	1	0	1	0	1	0	1	0	1	0	1	0
point_desc	1612	1459	3	3	1	3	1	2	0	3	1	3	1	3	1
point_desc	803	735	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1593	1441	3	3	1	3	1	0	0	3	1	3	1	3	1
point_desc	2492	2252	3	3	1	3	1	0	0	3	1	3	1	3	1
point_desc	1823	1647	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1421	1288	0	2	0	0	1	0	1	0	1	0	1	0	1
point_desc	713	650	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	1928	1738	0	0	1	3	0	1	0	0	1	0	1	0	1
point_desc	1388	1256	1	2	0	2	0	0	0	3	0	2	0	2	0
point_desc	1709	1545	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	2434	2196	3	3	1	0	0	1	0	2	0	0	0	3	1
point_desc	784	716	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	546	494	0	0	1	0	1	1	0	0	1	0	1	0	1
point_desc	420	386	3	0	0	1	0	1	0	1	0	2	0	0	0
point_desc	1250	1131	3	3	1	0	0	0	0	0	0	0	0	3	1
point_desc	1620	1466	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	285	264	2	2	1	2	1	2	1	2	1	0	0	2	1
point_desc	21	22	1	3	0	3	0	1	1	3	0	3	0	3	0
point_desc	29	29	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	317	295	0	3	0	0	1	1	0	0	1	0	1	3	0
point_desc	2518	2276	1	1	1	1	1	1	1	3	0	1	1	1	1
point_desc	2053	1848	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	815	746	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	2473	2233	2	2	1	0	0	1	0	1	0	2	1	2	1
point_desc	2289	2064	1	1	1	1	1	3	0	0	0	1	1	1	1
point_desc	53	52	0	0	1	1	0	0	1	0	1	1	0	0	1
point_desc	1780	1608	3	3	1	3	1	3	1	3	1	3	1	2	0
point_desc	1781	1608	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	2409	2173	0	0	1	0	1	2	0	0	1	3	0	0	1
point_desc	321	298	0	0	1	0	1	1	0	0	1	1	0	0	1
point_desc	320	298	3	3	1	1	0	3	1	1	0	1	0	3	1
point_desc	2278	2054	0	0	1	2	0	2	0	2	0	2	0	0	1
point_desc	1795	1620	0	3	0	3	0	1	0	3	0	3	0	3	0
point_desc	559	505	1	1	1	0	0	2	0	2	0	2	0	1	1
point_desc	2534	2291	2	1	0	2	1	2	1	2	1	2	1	1	0
point_desc	525	475	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	505	456	0	0	1	2	0	0	1	2	0	0	1	0	1
point_desc	1238	1121	1	1	1	1	1	1	1	1	1	0	0	1	1
point_desc	1327	1199	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	10	11	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	9	11	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	2343	2112	0	3	0	3	0	3	0	3	0	3	0	3	0
point_desc	2628	2379	1	1	1	0	0	0	0	1	1	2	0	1	1
point_desc	1427	1293	3	3	1	2	0	0	0	2	0	2	0	2	0
point_desc	488	442	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	1682	1521	0	2	0	2	0	1	0	2	0	2	0	2	0
point_desc	1681	1521	2	2	1	3	0	3	0	3	0	3	0	2	1
point_desc	991	903	3	3	1	0	0	2	0	0	0	0	0	3	1
point_desc	996	907	2	2	1	0	0	1	0	2	1	2	1	2	1
point_desc	918	841	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1451	1316	3	3	1	1	0	1	0	3	1	3	1	3	1
point_desc	1800	1625	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	2647	2394	3	3	1	2	0	1	0	3	1	3	1	3	1
point_desc	739	672	2	1	0	1	0	0	0	1	0	0	0	1	0
point_desc	1835	1657	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	253	233	3	3	1	0	0	1	0	0	0	3	1	3	1
point_desc	2219	2001	1	3	0	3	0	3	0	3	0	1	1	3	0
point_desc	2446	2207	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	614	556	0	0	1	0	1	2	0	0	1	0	1	0	1
point_desc	1493	1354	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1744	1575	3	3	1	0	0	1	0	3	1	3	1	3	1
point_desc	289	268	3	3	1	3	1	2	0	3	1	3	1	3	1
point_desc	216	198	1	1	1	1	1	0	0	1	1	1	1	1	1
point_desc	1026	933	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	422	388	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1449	1314	3	1	0	0	0	0	0	2	0	1	0	1	0
point_desc	413	380	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1572	1422	3	3	1	2	0	2	0	2	0	2	0	2	0
point_desc	1223	1109	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	370	341	0	0	1	0	1	0	1	3	0	0	1	0	1
point_desc	1599	1447	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1008	919	3	3	1	2	0	2	0	1	0	2	0	1	0
point_desc	978	891	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1313	1186	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	2108	1897	3	3	1	3	1	3	1	1	0	3	1	3	1
point_desc	522	472	1	1	1	1	1	2	0	1	1	1	1	1	1
point_desc	1854	1674	0	1	0	1	0	0	1	1	0	0	1	0	1
point_desc	2161	1944	1	1	1	1	1	2	0	1	1	1	1	1	1
point_desc	1503	1363	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1704	1540	1	1	1	1	1	3	0	1	1	1	1	1	1
point_desc	1410	1277	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1027	934	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	1232	1116	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	1231	1116	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	136	127	3	3	1	1	0	1	0	3	1	3	1	3	1
point_desc	536	486	3	3	1	2	0	1	0	3	1	2	0	3	1
point_desc	655	596	0	0	1	0	1	2	0	0	1	0	1	0	1
point_desc	626	567	2	2	1	0	0	0	0	0	0	0	0	2	1
point_desc	6	8	0	1	0	1	0	1	0	1	0	1	0	1	0
point_desc	463	422	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	2593	2345	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	1896	1711	2	2	1	2	1	3	0	2	1	2	1	2	1
point_desc	1292	1168	0	3	0	2	0	3	0	0	1	0	1	0	1
point_desc	1173	1065	3	3	1	2	0	1	0	3	1	0	0	3	1
point_desc	2387	2153	2	2	1	3	0	1	0	1	0	1	0	2	1
point_desc	648	589	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	172	156	1	1	1	1	1	0	0	0	0	1	1	1	1
point_desc	1010	921	3	1	0	0	0	0	0	0	0	0	0	1	0
point_desc	2103	1892	3	2	0	2	0	1	0	1	0	1	0	2	0
point_desc	1723	1557	2	0	0	2	1	0	0	0	0	0	0	2	1
point_desc	2302	2076	2	2	1	2	1	1	0	2	1	2	1	2	1
point_desc	274	253	2	2	1	1	0	2	1	2	1	2	1	2	1
point_desc	255	235	3	3	1	2	0	2	0	3	1	2	0	3	1
point_desc	2110	1899	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	2303	2077	3	0	0	0	0	2	0	0	0	0	0	0	0
point_desc	2633	2383	2	2	1	2	1	1	0	2	1	2	1	2	1
point_desc	1130	1025	0	0	1	0	1	3	0	0	1	0	1	0	1
point_desc	1462	1327	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	2245	2025	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	882	807	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	1932	1742	3	3	1	0	0	2	0	0	0	0	0	0	0
point_desc	1697	1534	3	3	1	0	0	1	0	1	0	1	0	3	1
point_desc	1147	1041	3	3	1	1	0	1	0	3	1	3	1	3	1
point_desc	693	631	2	0	0	0	0	0	0	0	0	0	0	0	0
point_desc	1741	1572	1	1	1	1	1	1	1	1	1	2	0	1	1
point_desc	1243	1124	1	1	1	2	0	2	0	0	0	0	0	0	0
point_desc	1740	1572	0	2	0	2	0	2	0	2	0	2	0	2	0
point_desc	804	736	3	1	0	1	0	2	0	1	0	1	0	1	0
point_desc	1527	1385	2	2	1	0	0	2	1	2	1	2	1	2	1
point_desc	889	814	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1766	1595	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	2112	1901	1	0	0	0	0	0	0	0	0	0	0	0	0
point_desc	1111	1008	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	1370	1239	2	1	0	1	0	2	1	2	1	2	1	1	0
point_desc	1507	1366	3	0	0	2	0	0	0	2	0	0	0	0	0
point_desc	2197	1979	3	3	1	3	1	0	0	3	1	3	1	3	1
point_desc	1746	1577	1	1	1	1	1	2	0	1	1	1	1	1	1
point_desc	988	900	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	1089	988	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	1088	988	1	1	1	0	0	1	1	1	1	3	0	2	0
point_desc	585	528	2	1	0	2	1	2	1	0	0	1	0	1	0
point_desc	1679	1519	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	350	322	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	2375	2141	3	3	1	0	0	0	0	0	0	0	0	3	1
point_desc	678	617	3	3	1	0	0	0	0	0	0	0	0	0	0
point_desc	1542	1398	1	3	0	1	1	1	1	0	0	3	0	3	0
point_desc	682	621	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	2420	2182	2	3	0	3	0	0	0	0	0	2	1	3	0
point_desc	744	677	3	3	1	3	1	0	0	1	0	1	0	3	1
point_desc	2186	1968	1	0	0	0	0	1	1	1	1	0	0	1	1
point_desc	1131	1026	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	2212	1994	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	644	585	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1481	1344	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	788	720	3	3	1	0	0	3	1	3	1	3	1	3	1
point_desc	1802	1627	2	1	0	2	1	2	1	1	0	1	0	1	0
point_desc	175	159	3	0	0	1	0	0	0	0	0	0	0	0	0
point_desc	2076	1867	1	1	1	1	1	1	1	0	0	0	0	1	1
point_desc	1710	1546	3	3	1	3	1	3	1	1	0	3	1	3	1
point_desc	2592	2344	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	2489	2249	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	2525	2282	2	2	1	0	0	2	1	3	0	0	0	2	1
point_desc	2565	2319	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	2517	2275	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	606	549	3	3	1	1	0	1	0	2	0	2	0	3	1
point_desc	73	72	2	2	1	0	0	3	0	1	0	2	1	2	1
point_desc	1085	985	0	0	1	3	0	3	0	0	1	0	1	0	1
point_desc	2545	2302	2	2	1	3	0	0	0	2	1	2	1	2	1
point_desc	823	753	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	645	586	1	1	1	0	0	1	1	0	0	0	0	1	1
point_desc	1632	1477	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	2261	2038	2	2	1	2	1	1	0	2	1	2	1	2	1
point_desc	2535	2292	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1494	1355	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	212	194	2	2	1	2	1	0	0	2	1	2	1	2	1
point_desc	746	679	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	2401	2166	1	2	0	1	1	1	1	1	1	1	1	1	1
point_desc	2310	2084	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1431	1297	2	2	1	1	0	1	0	1	0	1	0	2	1
point_desc	1459	1324	0	0	1	0	1	2	0	0	1	0	1	0	1
point_desc	2356	2124	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	730	664	1	1	1	1	1	2	0	1	1	1	1	1	1
point_desc	2357	2124	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1274	1152	0	0	1	0	1	1	0	0	1	0	1	1	0
point_desc	80	79	0	0	1	0	1	3	0	3	0	3	0	0	1
point_desc	1755	1585	0	2	0	2	0	2	0	2	0	0	1	2	0
point_desc	102	97	3	3	1	3	1	2	0	3	1	3	1	0	0
point_desc	2345	2114	0	0	1	0	1	0	1	0	1	0	1	1	0
point_desc	997	908	0	0	1	2	0	2	0	2	0	0	1	0	1
point_desc	1627	1472	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	1863	1682	0	0	1	1	0	1	0	1	0	0	1	0	1
point_desc	1208	1095	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	2589	2341	1	2	0	2	0	3	0	2	0	2	0	2	0
point_desc	1078	979	1	1	1	3	0	1	1	2	0	2	0	1	1
point_desc	1703	1539	0	0	1	0	1	1	0	0	1	0	1	0	1
point_desc	1952	1761	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	2136	1924	1	1	1	1	1	3	0	1	1	1	1	1	1
point_desc	2246	2026	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1225	1111	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	2609	2361	2	2	1	1	0	1	0	1	0	2	1	1	0
point_desc	1526	1384	2	0	0	0	0	1	0	0	0	0	0	0	0
point_desc	2180	1963	2	2	1	2	1	1	0	2	1	2	1	2	1
point_desc	208	190	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	1193	1083	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	896	820	2	2	1	3	0	3	0	2	1	2	1	2	1
point_desc	572	516	2	2	1	3	0	2	1	2	1	2	1	2	1
point_desc	571	516	1	1	1	1	1	2	0	1	1	1	1	1	1
point_desc	500	451	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	209	191	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1239	1122	3	0	0	1	0	3	1	1	0	0	0	0	0
point_desc	1240	1122	3	3	1	3	1	0	0	3	1	3	1	3	1
point_desc	352	324	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	1680	1520	3	3	1	3	1	2	0	3	1	3	1	3	1
point_desc	1056	958	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1456	1321	1	1	1	3	0	3	0	1	1	1	1	1	1
point_desc	483	438	0	0	1	0	1	3	0	0	1	0	1	0	1
point_desc	244	224	0	3	0	1	0	1	0	1	0	1	0	3	0
point_desc	548	496	1	1	1	1	1	1	1	3	0	1	1	1	1
point_desc	1669	1510	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	2170	1953	2	0	0	0	0	2	1	0	0	0	0	0	0
point_desc	1583	1432	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	1905	1719	3	3	1	3	1	1	0	3	1	3	1	3	1
point_desc	1544	1400	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	1843	1664	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	1471	1335	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	2390	2156	2	2	1	1	0	1	0	1	0	2	1	2	1
point_desc	1135	1030	1	1	1	1	1	2	0	2	0	1	1	1	1
point_desc	1953	1762	0	1	0	1	0	1	0	1	0	1	0	1	0
point_desc	1387	1255	2	2	1	2	1	3	0	2	1	2	1	2	1
point_desc	759	692	0	1	0	0	1	1	0	1	0	1	0	1	0
point_desc	637	578	0	3	0	0	1	0	1	0	1	1	0	3	0
point_desc	871	796	1	2	0	2	0	3	0	2	0	2	0	2	0
point_desc	139	130	1	1	1	3	0	1	1	1	1	1	1	1	1
point_desc	224	206	0	0	1	1	0	0	1	0	1	2	0	0	1
point_desc	1287	1163	0	0	1	0	1	2	0	0	1	0	1	0	1
point_desc	686	625	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	339	311	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	478	433	3	1	0	1	0	1	0	3	1	1	0	3	1
point_desc	1826	1650	3	3	1	1	0	1	0	1	0	3	1	3	1
point_desc	879	804	0	0	1	1	0	0	1	0	1	0	1	0	1
point_desc	630	571	0	0	1	0	1	2	0	0	1	0	1	0	1
point_desc	1068	969	0	0	1	0	1	2	0	2	0	2	0	0	1
point_desc	31	31	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	547	495	3	3	1	2	0	3	1	2	0	0	0	3	1
point_desc	1830	1654	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	2398	2163	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	1651	1493	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	1483	1346	1	0	0	0	0	0	0	0	0	0	0	0	0
point_desc	1484	1346	3	3	1	1	0	1	0	3	1	3	1	3	1
point_desc	1772	1601	0	0	1	0	1	2	0	0	1	0	1	0	1
point_desc	698	635	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	2549	2306	1	0	0	1	1	1	1	0	0	0	0	0	0
point_desc	1289	1165	3	0	0	1	0	1	0	3	1	3	1	0	0
point_desc	1773	1602	1	1	1	1	1	2	0	1	1	1	1	1	1
point_desc	2504	2263	1	3	0	1	1	2	0	2	0	3	0	3	0
point_desc	2578	2330	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	506	457	0	1	0	0	1	0	1	2	0	2	0	0	1
point_desc	1678	1518	1	1	1	1	1	0	0	1	1	1	1	1	1
point_desc	837	764	2	2	1	2	1	2	1	2	1	1	0	2	1
point_desc	1659	1501	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	2220	2002	1	1	1	1	1	2	0	0	0	1	1	1	1
point_desc	763	696	3	3	1	3	1	3	1	3	1	1	0	3	1
point_desc	1126	1021	2	2	1	1	0	3	0	1	0	3	0	2	1
point_desc	185	168	3	3	1	2	0	1	0	3	1	3	1	3	1
point_desc	186	168	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1203	1092	0	0	1	0	1	0	1	1	0	0	1	1	0
point_desc	1635	1480	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	2332	2104	3	3	1	3	1	3	1	3	1	2	0	3	1
point_desc	106	101	1	1	1	0	0	2	0	2	0	0	0	1	1
point_desc	1046	949	2	2	1	2	1	2	1	2	1	2	1	3	0
point_desc	48	48	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	2393	2159	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	442	406	0	0	1	0	1	1	0	0	1	0	1	0	1
point_desc	191	173	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	164	150	0	0	1	1	0	0	1	1	0	1	0	0	1
point_desc	808	739	0	0	1	2	0	0	1	2	0	2	0	0	1
point_desc	1770	1599	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1115	1012	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1944	1754	3	3	1	3	1	0	0	3	1	3	1	3	1
point_desc	1286	1162	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1869	1686	2	1	0	1	0	1	0	1	0	1	0	1	0
point_desc	1023	930	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	712	649	0	0	1	2	0	0	1	0	1	2	0	2	0
point_desc	2624	2376	2	2	1	0	0	0	0	0	0	2	1	2	1
point_desc	1548	1404	0	0	1	1	0	3	0	1	0	0	1	0	1
point_desc	2046	1842	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	2042	1839	0	3	0	3	0	0	1	3	0	3	0	3	0
point_desc	251	231	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	150	138	2	2	1	3	0	2	1	3	0	3	0	2	1
point_desc	757	690	1	2	0	0	0	0	0	0	0	1	1	2	0
point_desc	2315	2089	2	1	0	0	0	2	1	0	0	0	0	1	0
point_desc	1161	1053	0	3	0	3	0	3	0	3	0	3	0	3	0
point_desc	47	47	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	2118	1907	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	740	673	2	2	1	1	0	0	0	2	1	2	1	2	1
point_desc	2293	2068	3	3	1	0	0	3	1	3	1	3	1	3	1
point_desc	1332	1204	3	3	1	1	0	2	0	3	1	3	1	3	1
point_desc	928	849	2	2	1	2	1	2	1	2	1	2	1	2	1
point_desc	1870	1687	0	0	1	0	1	3	0	0	1	0	1	0	1
point_desc	295	274	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	2531	2288	3	3	1	3	1	3	1	3	1	3	1	3	1
point_desc	1059	960	3	2	0	3	1	3	1	3	1	2	0	2	0
point_desc	1997	1801	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	1576	1425	0	0	1	0	1	0	1	0	1	0	1	0	1
point_desc	474	430	2	2	1	1	0	2	1	2	1	1	0	2	1
point_desc	1962	1770	0	0	1	0	1	2	0	2	0	0	1	0	1
point_desc	1071	972	0	0	1	3	0	2	0	3	0	3	0	0	1
point_desc	2532	2289	1	1	1	1	1	2	0	3	0	1	1	1	1
point_desc	2404	2168	0	0	1	0	1	2	0	0	1	0	1	0	1
point_desc	1595	1443	2	2	1	2	1	3	0	2	1	2	1	2	1
point_desc	2268	2044	1	1	1	1	1	1	1	1	1	1	1	1	1
point_desc	1879	1696	1	1	1	0	0	2	0	1	1	1	1	1	1
